status,length,company,question
Unsuccessful,171,task-pigeon,"Who writes code, or does other technical work on your product? Was any of it done by a non-founder? Please explain."
Unsuccessful,1,task-pigeon,Is there anything else we should know about your company?
Unsuccessful,7,task-pigeon,"If you had any other ideas you considered applying with, please list them. One may be something we've been waiting for. Often when we fund people it's to do something they list here and not in the main application."
Unsuccessful,173,task-pigeon,Please tell us something surprising or amusing that one of you has discovered.
Unsuccessful,138,task-pigeon,What convinced you to apply to Y Combinator? Did someone encourage you to apply?
Unsuccessful,10,task-pigeon,How did you hear about Y Combinator?
Unsuccessful,1,yogatrail,"If you have a demo, what's the url? Demo can be anything that shows us how the product works. Usually that's a video or screen recording."
Unsuccessful,82,yogatrail,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,30,yogatrail,"Where do you live now, and where would the company be based after YC?"
Unsuccessful,1,yogatrail,Please enter the url of a 1 minute unlisted (not private) YouTube video introducing the founder(s). This video is an important part of the application. (Follow the Video Guidelines.)
Unsuccessful,29,yogatrail,"Please tell us about an interesting project, preferably outside of class or work, that two or more of you created together. Include urls if possible."
Unsuccessful,96,yogatrail,Please tell us in one or two sentences about something impressive that each founder has built or achieved.
Unsuccessful,101,yogatrail,Please tell us about the time you most successfully hacked some (non-computer) system to your advantage.
Unsuccessful,49,yogatrail,How long have the founders known one another and how did you meet? Have any of the founders not met in person?
Unsuccessful,4,yogatrail,"If we fund you, which of the founders will commit to working exclusively (no school, no other jobs) on this project for the next year?"
Unsuccessful,1,yogatrail,Do any founders have other commitments between X and Y inclusive?
Unsuccessful,1,yogatrail,"Do any founders have commitments in the future (e.g. finishing college, going to grad school), and if so what?"
Unsuccessful,12,yogatrail,How far along are you?
Unsuccessful,21,yogatrail,How long have each of you been working on this? How much of that has been full-time? Please explain.
Unsuccessful,2,yogatrail,"If you have already participated or committed to participate in an incubator, ""accelerator"" or ""pre-accelerator"" program, please tell us about it."
Unsuccessful,122,yogatrail,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Unsuccessful,90,yogatrail,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Unsuccessful,75,yogatrail,"Who are your competitors, and who might become competitors? Who do you fear most?"
Unsuccessful,162,yogatrail,What do you understand about your business that other companies in it just don't get?
Unsuccessful,31,yogatrail,How do or will you make money? How much could you make?
Unsuccessful,43,yogatrail,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Unsuccessful,10,yogatrail,"List any investments your company has received. Include the name of the investor, the amount invested, the premoney valuation / valuation cap, and the type of security sold (convertible notes, safes or stock)."
Unsuccessful,1,yogatrail,"Are any of the founders covered by noncompetes or intellectual property agreements that overlap with your project? If so, please explain."
Unsuccessful,24,yogatrail,"Who writes code, or does other technical work on your product? Was any of it done by a non-founder? Please explain."
Unsuccessful,129,yogatrail,"If you had any other ideas you considered applying with, please list them. One may be something we've been waiting for. Often when we fund people it's to do something they list here and not in the main application."
Unsuccessful,8,parobyte-technologies,Describe what your company does in 50 characters or less.
Unsuccessful,66,parobyte-technologies,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,2,parobyte-technologies,"Where do you live now, and where would the company be based after YC?"
Unsuccessful,219,parobyte-technologies,"Please tell us about an interesting project, preferably outside of class or work, that two or more of you created together. Include urls if possible."
Unsuccessful,28,parobyte-technologies,How long have the founders known one another and how did you meet? Have any of the founders not met in person?
Unsuccessful,1,parobyte-technologies,How many founders are on the team?
Unsuccessful,1,parobyte-technologies,Which category best applies to your company?
Unsuccessful,88,parobyte-technologies,How far along are you?
Unsuccessful,40,parobyte-technologies,How long have each of you been working on this? How much of that has been full-time? Please explain.
Unsuccessful,1,parobyte-technologies,Are people using your product?
Unsuccessful,57,parobyte-technologies,"How many active users or customers do you have? If you have some particularly valuable customers, who are they? If you're building hardware, how many units have you shipped?"
Unsuccessful,1,parobyte-technologies,Do you have revenue?
Unsuccessful,42,parobyte-technologies,We're interested in your revenue over the last several months. (Not cumulative and not GMV).
Unsuccessful,67,parobyte-technologies,Anything else you would like us to know regarding your revenue or growth rate?
Unsuccessful,98,parobyte-technologies,"If you are applying with the same idea as a previous batch, did anything change? If you applied with a different idea, why did you pivot and what did you learn from the last idea?"
Unsuccessful,1,parobyte-technologies,"If you have already participated or committed to participate in an incubator, ""accelerator"" or ""pre-accelerator"" program, please tell us about it."
Unsuccessful,348,parobyte-technologies,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Unsuccessful,75,parobyte-technologies,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Unsuccessful,92,parobyte-technologies,"Who are your competitors, and who might become competitors? Who do you fear most?"
Unsuccessful,282,parobyte-technologies,What do you understand about your business that other companies in it just don't get?
Unsuccessful,90,parobyte-technologies,How do or will you make money? How much could you make?
Unsuccessful,116,parobyte-technologies,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Unsuccessful,1,parobyte-technologies,"Have you incorporated, or formed any legal entity (like an LLC) yet?"
Unsuccessful,3,parobyte-technologies,What kind of entity and in what state or country was the entity formed?
Unsuccessful,6,parobyte-technologies,"Please describe the breakdown of the equity ownership in percentages among the founders, employees and any other stockholders. If there are multiple founders, be sure to give the equity ownership of each founder."
Unsuccessful,1,parobyte-technologies,Please provide any other relevant information about the structure or formation of the company.
Unsuccessful,1,parobyte-technologies,"Are any of the founders covered by noncompetes or intellectual property agreements that overlap with your project? If so, please explain."
Unsuccessful,7,parobyte-technologies,"Who writes code, or does other technical work on your product? Was any of it done by a non-founder? Please explain."
Unsuccessful,1,parobyte-technologies,Is there anything else we should know about your company?
Unsuccessful,54,parobyte-technologies,"If you had any other ideas you considered applying with, please list them. One may be something we've been waiting for. Often when we fund people it's to do something they list here and not in the main application."
Unsuccessful,142,parobyte-technologies,Please tell us something surprising or amusing that one of you has discovered.
Unsuccessful,52,parobyte-technologies,What convinced you to apply to Y Combinator? Did someone encourage you to apply?
Unsuccessful,11,parobyte-technologies,How did you hear about Y Combinator?
Unsuccessful,0,pmalerts,"If you have a demo, what's the url? Demo can be anything that shows us how the product works. Usually that's a video or screen recording."
Unsuccessful,13,pmalerts,Describe what your company does in 50 characters or less.
Unsuccessful,109,pmalerts,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,1,pmalerts,Please enter the url of a 1 minute unlisted (not private) YouTube video introducing the founder(s). This video is an important part of the application. (Follow the Video Guidelines.)
Unsuccessful,69,pmalerts,Please tell us in one or two sentences about something impressive that each founder has built or achieved.
Unsuccessful,34,pmalerts,How far along are you?
Unsuccessful,32,pmalerts,How long have each of you been working on this? How much of that has been full-time? Please explain.
Unsuccessful,42,pmalerts,"How many active users or customers do you have? If you have some particularly valuable customers, who are they? If you're building hardware, how many units have you shipped?"
Unsuccessful,56,pmalerts,Anything else you would like us to know regarding your revenue or growth rate?
Unsuccessful,272,pmalerts,"If you are applying with the same idea as a previous batch, did anything change? If you applied with a different idea, why did you pivot and what did you learn from the last idea?"
Unsuccessful,243,pmalerts,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Unsuccessful,46,pmalerts,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Unsuccessful,96,pmalerts,"Who are your competitors, and who might become competitors? Who do you fear most?"
Unsuccessful,448,pmalerts,What do you understand about your business that other companies in it just don't get?
Unsuccessful,170,pmalerts,How do or will you make money? How much could you make?
Unsuccessful,280,pmalerts,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Unsuccessful,494,pmalerts,"If you had any other ideas you considered applying with, please list them. One may be something we've been waiting for. Often when we fund people it's to do something they list here and not in the main application."
Unsuccessful,19,pmalerts,Please tell us something surprising or amusing that one of you has discovered.
Unsuccessful,1,bubblin-superbooks,"If you have a demo, what's the url? Demo can be anything that shows us how the product works. Usually that's a video or screen recording."
Unsuccessful,6,bubblin-superbooks,Describe what your company does in 50 characters or less.
Unsuccessful,38,bubblin-superbooks,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,5,bubblin-superbooks,"Where do you live now, and where would the company be based after YC?"
Unsuccessful,65,bubblin-superbooks,"Please tell us about an interesting project, preferably outside of class or work, that two or more of you created together. Include urls if possible."
Unsuccessful,12,bubblin-superbooks,How long have the founders known one another and how did you meet? Have any of the founders not met in person?
Unsuccessful,1,bubblin-superbooks,Which category best applies to your company?
Unsuccessful,1,bubblin-superbooks,Is this application in response to a YC RFS?
Unsuccessful,96,bubblin-superbooks,How far along are you?
Unsuccessful,20,bubblin-superbooks,How long have each of you been working on this? How much of that has been full-time? Please explain.
Unsuccessful,2,bubblin-superbooks,Which of the following best describes your progress?
Unsuccessful,75,bubblin-superbooks,"How many active users or customers do you have? If you have some particularly valuable customers, who are they? If you're building hardware, how many units have you shipped?"
Unsuccessful,1,bubblin-superbooks,Do you have revenue?
Unsuccessful,22,bubblin-superbooks,What is your monthly growth rate?
Unsuccessful,99,bubblin-superbooks,"If you are applying with the same idea as a previous batch, did anything change? If you applied with a different idea, why did you pivot and what did you learn from the last idea?"
Unsuccessful,10,bubblin-superbooks,"If you have already participated or committed to participate in an incubator, ""accelerator"" or ""pre-accelerator"" program, please tell us about it."
Unsuccessful,101,bubblin-superbooks,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Unsuccessful,96,bubblin-superbooks,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Unsuccessful,108,bubblin-superbooks,"Who are your competitors, and who might become competitors? Who do you fear most?"
Unsuccessful,137,bubblin-superbooks,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Unsuccessful,2,bubblin-superbooks,How long is your runway?
Unsuccessful,9,bubblin-superbooks,"Who writes code, or does other technical work on your product? Was any of it done by a non-founder? Please explain."
Unsuccessful,2,bubblin-superbooks,Is there anything else we should know about your company?
Unsuccessful,46,bubblin-superbooks,"If you had any other ideas you considered applying with, please list them. One may be something we've been waiting for. Often when we fund people it's to do something they list here and not in the main application."
Unsuccessful,82,bubblin-superbooks,Please tell us something surprising or amusing that one of you has discovered.
Unsuccessful,27,bubblin-superbooks,What convinced you to apply to Y Combinator? Did someone encourage you to apply?
Unsuccessful,2,bubblin-superbooks,How did you hear about Y Combinator?
Unsuccessful,1,simula,"If you have a demo, what's the url? Demo can be anything that shows us how the product works. Usually that's a video or screen recording."
Unsuccessful,7,simula,Describe what your company does in 50 characters or less.
Unsuccessful,375,simula,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,5,simula,"Where do you live now, and where would the company be based after YC?"
Unsuccessful,0,simula,Please enter the url of a 1 minute unlisted (not private) YouTube video introducing the founder(s). This video is an important part of the application. (Follow the Video Guidelines.)
Unsuccessful,33,simula,"Please tell us about an interesting project, preferably outside of class or work, that two or more of you created together. Include urls if possible."
Unsuccessful,2,simula,Which category best applies to your company?
Unsuccessful,1,simula,Is this application in response to a YC RFS?
Unsuccessful,3,simula,"If yes, which one?"
Unsuccessful,140,simula,How far along are you?
Unsuccessful,1,simula,Which of the following best describes your progress?
Unsuccessful,130,simula,"How many active users or customers do you have? If you have some particularly valuable customers, who are they? If you're building hardware, how many units have you shipped?"
Unsuccessful,1,simula,Do you have revenue?
Unsuccessful,1,simula,Anything else you would like us to know regarding your revenue or growth rate?
Unsuccessful,194,simula,"If you are applying with the same idea as a previous batch, did anything change? If you applied with a different idea, why did you pivot and what did you learn from the last idea?"
Unsuccessful,1,simula,"If you have already participated or committed to participate in an incubator, ""accelerator"" or ""pre-accelerator"" program, please tell us about it."
Unsuccessful,254,simula,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Unsuccessful,43,simula,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Unsuccessful,329,simula,"Who are your competitors, and who might become competitors? Who do you fear most?"
Unsuccessful,197,simula,What do you understand about your business that other companies in it just don't get?
Unsuccessful,185,simula,How do or will you make money? How much could you make?
Unsuccessful,135,simula,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Unsuccessful,1,simula,"Have you incorporated, or formed any legal entity (like an LLC) yet?"
Unsuccessful,1,simula,How much money do you spend per month?
Unsuccessful,1,simula,How much money does your company have in the bank now?
Unsuccessful,2,simula,How long is your runway?
Unsuccessful,1,simula,Please provide any other relevant information about the structure or formation of the company.
Unsuccessful,1,simula,"Are any of the founders covered by noncompetes or intellectual property agreements that overlap with your project? If so, please explain."
Unsuccessful,1,simula,Is there anything else we should know about your company?
Unsuccessful,56,simula,Please tell us something surprising or amusing that one of you has discovered.
Unsuccessful,42,simula,What convinced you to apply to Y Combinator? Did someone encourage you to apply?
Unsuccessful,3,simula,How did you hear about Y Combinator?
Unsuccessful,7,streamplate,Describe what your company does in 50 characters or less.
Unsuccessful,142,streamplate,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,2,streamplate,"Where do you live now, and where would the company be based after YC?"
Unsuccessful,1,streamplate,How many founders are on the team?
Unsuccessful,1,streamplate,Do any founders have other commitments between X and Y inclusive?
Unsuccessful,23,streamplate,"Do any founders have commitments in the future (e.g. finishing college, going to grad school), and if so what?"
Unsuccessful,1,streamplate,Which category best applies to your company?
Unsuccessful,38,streamplate,How far along are you?
Unsuccessful,72,streamplate,How long have each of you been working on this? How much of that has been full-time? Please explain.
Unsuccessful,1,streamplate,Are people using your product?
Unsuccessful,3,streamplate,When will you have a prototype or beta?
Unsuccessful,1,streamplate,Do you have revenue?
Unsuccessful,73,streamplate,"If you are applying with the same idea as a previous batch, did anything change? If you applied with a different idea, why did you pivot and what did you learn from the last idea?"
Unsuccessful,1,streamplate,"If you have already participated or committed to participate in an incubator, ""accelerator"" or ""pre-accelerator"" program, please tell us about it."
Unsuccessful,129,streamplate,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Unsuccessful,198,streamplate,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Unsuccessful,116,streamplate,"Who are your competitors, and who might become competitors? Who do you fear most?"
Unsuccessful,89,streamplate,How do or will you make money? How much could you make?
Unsuccessful,167,streamplate,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Unsuccessful,1,streamplate,"Have you incorporated, or formed any legal entity (like an LLC) yet?"
Unsuccessful,4,streamplate,What kind of entity and in what state or country was the entity formed?
Unsuccessful,1,streamplate,"Are any of the founders covered by noncompetes or intellectual property agreements that overlap with your project? If so, please explain."
Unsuccessful,16,streamplate,"Who writes code, or does other technical work on your product? Was any of it done by a non-founder? Please explain."
Unsuccessful,1,streamplate,Is there anything else we should know about your company?
Unsuccessful,208,streamplate,"If you had any other ideas you considered applying with, please list them. One may be something we've been waiting for. Often when we fund people it's to do something they list here and not in the main application."
Unsuccessful,25,streamplate,Please tell us something surprising or amusing that one of you has discovered.
Unsuccessful,1,buffer,"If you have a demo, what's the url? Demo can be anything that shows us how the product works. Usually that's a video or screen recording."
Unsuccessful,68,buffer,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,23,buffer,"Where do you live now, and where would the company be based after YC?"
Unsuccessful,7,buffer,"Please tell us about an interesting project, preferably outside of class or work, that two or more of you created together. Include urls if possible."
Unsuccessful,79,buffer,Please tell us in one or two sentences about something impressive that each founder has built or achieved.
Unsuccessful,56,buffer,Please tell us about the time you most successfully hacked some (non-computer) system to your advantage.
Unsuccessful,20,buffer,How long have the founders known one another and how did you meet? Have any of the founders not met in person?
Unsuccessful,1,buffer,"If we fund you, which of the founders will commit to working exclusively (no school, no other jobs) on this project for the next year?"
Unsuccessful,9,buffer,Do any founders have other commitments between X and Y inclusive?
Unsuccessful,20,buffer,"Do any founders have commitments in the future (e.g. finishing college, going to grad school), and if so what?"
Unsuccessful,20,buffer,How long have each of you been working on this? How much of that has been full-time? Please explain.
Unsuccessful,33,buffer,What is your monthly growth rate?
Unsuccessful,44,buffer,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Unsuccessful,94,buffer,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Unsuccessful,53,buffer,"Who are your competitors, and who might become competitors? Who do you fear most?"
Unsuccessful,51,buffer,What do you understand about your business that other companies in it just don't get?
Unsuccessful,68,buffer,How do or will you make money? How much could you make?
Unsuccessful,36,buffer,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Unsuccessful,11,buffer,"Please describe the breakdown of the equity ownership in percentages among the founders, employees and any other stockholders. If there are multiple founders, be sure to give the equity ownership of each founder."
Unsuccessful,83,buffer,Please tell us something surprising or amusing that one of you has discovered.
Unsuccessful,0,learn-venue,"If you have a demo, what's the url? Demo can be anything that shows us how the product works. Usually that's a video or screen recording."
Unsuccessful,6,learn-venue,Describe what your company does in 50 characters or less.
Unsuccessful,98,learn-venue,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,7,learn-venue,"Where do you live now, and where would the company be based after YC?"
Unsuccessful,1,learn-venue,Please enter the url of a 1 minute unlisted (not private) YouTube video introducing the founder(s). This video is an important part of the application. (Follow the Video Guidelines.)
Unsuccessful,178,learn-venue,"Please tell us about an interesting project, preferably outside of class or work, that two or more of you created together. Include urls if possible."
Unsuccessful,144,learn-venue,Please tell us in one or two sentences about something impressive that each founder has built or achieved.
Unsuccessful,295,learn-venue,Please tell us about the time you most successfully hacked some (non-computer) system to your advantage.
Unsuccessful,100,learn-venue,How long have the founders known one another and how did you meet? Have any of the founders not met in person?
Unsuccessful,2,learn-venue,Which category best applies to your company?
Unsuccessful,1,learn-venue,Is this application in response to a YC RFS?
Unsuccessful,1,learn-venue,"If yes, which one?"
Unsuccessful,34,learn-venue,How far along are you?
Unsuccessful,71,learn-venue,How long have each of you been working on this? How much of that has been full-time? Please explain.
Unsuccessful,2,learn-venue,Which of the following best describes your progress?
Unsuccessful,31,learn-venue,"How many active users or customers do you have? If you have some particularly valuable customers, who are they? If you're building hardware, how many units have you shipped?"
Unsuccessful,1,learn-venue,Do you have revenue?
Unsuccessful,1,learn-venue,"If you are applying with the same idea as a previous batch, did anything change? If you applied with a different idea, why did you pivot and what did you learn from the last idea?"
Unsuccessful,1,learn-venue,"If you have already participated or committed to participate in an incubator, ""accelerator"" or ""pre-accelerator"" program, please tell us about it."
Unsuccessful,195,learn-venue,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Unsuccessful,177,learn-venue,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Unsuccessful,76,learn-venue,"Who are your competitors, and who might become competitors? Who do you fear most?"
Unsuccessful,159,learn-venue,What do you understand about your business that other companies in it just don't get?
Unsuccessful,45,learn-venue,How do or will you make money? How much could you make?
Unsuccessful,17,learn-venue,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Unsuccessful,1,learn-venue,"Have you incorporated, or formed any legal entity (like an LLC) yet?"
Unsuccessful,1,learn-venue,How much money do you spend per month?
Unsuccessful,1,learn-venue,How much money does your company have in the bank now?
Unsuccessful,2,learn-venue,How long is your runway?
Unsuccessful,1,learn-venue,Please provide any other relevant information about the structure or formation of the company.
Unsuccessful,34,learn-venue,"Are any of the founders covered by noncompetes or intellectual property agreements that overlap with your project? If so, please explain."
Unsuccessful,20,learn-venue,Is there anything else we should know about your company?
Unsuccessful,148,learn-venue,"If you had any other ideas you considered applying with, please list them. One may be something we've been waiting for. Often when we fund people it's to do something they list here and not in the main application."
Unsuccessful,45,learn-venue,Please tell us something surprising or amusing that one of you has discovered.
Unsuccessful,117,learn-venue,What convinced you to apply to Y Combinator? Did someone encourage you to apply?
Unsuccessful,11,learn-venue,How did you hear about Y Combinator?
Unsuccessful,4,syllble,Describe what your company does in 50 characters or less.
Unsuccessful,41,syllble,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,2,syllble,"Where do you live now, and where would the company be based after YC?"
Unsuccessful,1,syllble,Please enter the url of a 1 minute unlisted (not private) YouTube video introducing the founder(s). This video is an important part of the application. (Follow the Video Guidelines.)
Unsuccessful,1,syllble,"Please tell us about an interesting project, preferably outside of class or work, that two or more of you created together. Include urls if possible."
Unsuccessful,25,syllble,How long have the founders known one another and how did you meet? Have any of the founders not met in person?
Unsuccessful,1,syllble,Which category best applies to your company?
Unsuccessful,1,syllble,Is this application in response to a YC RFS?
Unsuccessful,35,syllble,How far along are you?
Unsuccessful,23,syllble,How long have each of you been working on this? How much of that has been full-time? Please explain.
Unsuccessful,2,syllble,Which of the following best describes your progress?
Unsuccessful,44,syllble,"How many active users or customers do you have? If you have some particularly valuable customers, who are they? If you're building hardware, how many units have you shipped?"
Unsuccessful,1,syllble,Do you have revenue?
Unsuccessful,1,syllble,Anything else you would like us to know regarding your revenue or growth rate?
Unsuccessful,1,syllble,"If you are applying with the same idea as a previous batch, did anything change? If you applied with a different idea, why did you pivot and what did you learn from the last idea?"
Unsuccessful,1,syllble,"If you have already participated or committed to participate in an incubator, ""accelerator"" or ""pre-accelerator"" program, please tell us about it."
Unsuccessful,271,syllble,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Unsuccessful,278,syllble,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Unsuccessful,5,syllble,"Who are your competitors, and who might become competitors? Who do you fear most?"
Unsuccessful,59,syllble,What do you understand about your business that other companies in it just don't get?
Unsuccessful,90,syllble,How do or will you make money? How much could you make?
Unsuccessful,47,syllble,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Unsuccessful,1,syllble,"Have you incorporated, or formed any legal entity (like an LLC) yet?"
Unsuccessful,1,syllble,How long is your runway?
Unsuccessful,8,syllble,Please provide any other relevant information about the structure or formation of the company.
Unsuccessful,1,syllble,"Are any of the founders covered by noncompetes or intellectual property agreements that overlap with your project? If so, please explain."
Unsuccessful,1,syllble,"Who writes code, or does other technical work on your product? Was any of it done by a non-founder? Please explain."
Unsuccessful,1,syllble,Is there anything else we should know about your company?
Unsuccessful,1,syllble,"If you had any other ideas you considered applying with, please list them. One may be something we've been waiting for. Often when we fund people it's to do something they list here and not in the main application."
Unsuccessful,70,syllble,Please tell us something surprising or amusing that one of you has discovered.
Unsuccessful,46,syllble,What convinced you to apply to Y Combinator? Did someone encourage you to apply?
Unsuccessful,17,syllble,How did you hear about Y Combinator?
Unsuccessful,6,pic-ur-photo,Describe what your company does in 50 characters or less.
Unsuccessful,153,pic-ur-photo,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,3,pic-ur-photo,"Where do you live now, and where would the company be based after YC?"
Unsuccessful,0,pic-ur-photo,Please enter the url of a 1 minute unlisted (not private) YouTube video introducing the founder(s). This video is an important part of the application. (Follow the Video Guidelines.)
Unsuccessful,131,pic-ur-photo,"Please tell us about an interesting project, preferably outside of class or work, that two or more of you created together. Include urls if possible."
Unsuccessful,84,pic-ur-photo,How long have the founders known one another and how did you meet? Have any of the founders not met in person?
Unsuccessful,1,pic-ur-photo,Which category best applies to your company?
Unsuccessful,191,pic-ur-photo,How far along are you?
Unsuccessful,23,pic-ur-photo,How long have each of you been working on this? How much of that has been full-time? Please explain.
Unsuccessful,1,pic-ur-photo,Are people using your product?
Unsuccessful,30,pic-ur-photo,"How many active users or customers do you have? If you have some particularly valuable customers, who are they? If you're building hardware, how many units have you shipped?"
Unsuccessful,207,pic-ur-photo,"If you are applying with the same idea as a previous batch, did anything change? If you applied with a different idea, why did you pivot and what did you learn from the last idea?"
Unsuccessful,248,pic-ur-photo,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Unsuccessful,335,pic-ur-photo,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Unsuccessful,57,pic-ur-photo,"Who are your competitors, and who might become competitors? Who do you fear most?"
Unsuccessful,321,pic-ur-photo,What do you understand about your business that other companies in it just don't get?
Unsuccessful,133,pic-ur-photo,How do or will you make money? How much could you make?
Unsuccessful,259,pic-ur-photo,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Unsuccessful,5,pic-ur-photo,"Who writes code, or does other technical work on your product? Was any of it done by a non-founder? Please explain."
Unsuccessful,9,pic-ur-photo,"If you had any other ideas you considered applying with, please list them. One may be something we've been waiting for. Often when we fund people it's to do something they list here and not in the main application."
Unsuccessful,70,pic-ur-photo,Please tell us something surprising or amusing that one of you has discovered.
Unsuccessful,48,pic-ur-photo,What convinced you to apply to Y Combinator? Did someone encourage you to apply?
Unsuccessful,5,pic-ur-photo,How did you hear about Y Combinator?
Unsuccessful,1,cred-count,"If you have a demo, what's the url? Demo can be anything that shows us how the product works. Usually that's a video or screen recording."
Unsuccessful,8,cred-count,Describe what your company does in 50 characters or less.
Unsuccessful,19,cred-count,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,11,cred-count,"Where do you live now, and where would the company be based after YC?"
Unsuccessful,0,cred-count,Please enter the url of a 1 minute unlisted (not private) YouTube video introducing the founder(s). This video is an important part of the application. (Follow the Video Guidelines.)
Unsuccessful,211,cred-count,"Please tell us about an interesting project, preferably outside of class or work, that two or more of you created together. Include urls if possible."
Unsuccessful,2,cred-count,Which category best applies to your company?
Unsuccessful,1,cred-count,Is this application in response to a YC RFS?
Unsuccessful,1,cred-count,"If yes, which one?"
Unsuccessful,506,cred-count,How far along are you?
Unsuccessful,1,cred-count,Which of the following best describes your progress?
Unsuccessful,1,cred-count,"How many active users or customers do you have? If you have some particularly valuable customers, who are they? If you're building hardware, how many units have you shipped?"
Unsuccessful,1,cred-count,When will you have a prototype or beta?
Unsuccessful,1,cred-count,Do you have revenue?
Unsuccessful,1,cred-count,We're interested in your revenue over the last several months. (Not cumulative and not GMV).
Unsuccessful,1,cred-count,Anything else you would like us to know regarding your revenue or growth rate?
Unsuccessful,1,cred-count,"If you are applying with the same idea as a previous batch, did anything change? If you applied with a different idea, why did you pivot and what did you learn from the last idea?"
Unsuccessful,1,cred-count,"If you have already participated or committed to participate in an incubator, ""accelerator"" or ""pre-accelerator"" program, please tell us about it."
Unsuccessful,283,cred-count,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Unsuccessful,71,cred-count,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Unsuccessful,118,cred-count,"Who are your competitors, and who might become competitors? Who do you fear most?"
Unsuccessful,86,cred-count,What do you understand about your business that other companies in it just don't get?
Unsuccessful,83,cred-count,How do or will you make money? How much could you make?
Unsuccessful,100,cred-count,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Unsuccessful,1,cred-count,"Have you incorporated, or formed any legal entity (like an LLC) yet?"
